name,id,shortDesc,actions,castType,sourceBook,PFSnote,levelreq,traditions/0,traditions/1,traditions/2,traditions/3,traits/0,traits/1,traits/2,traits/3,traits/4,traits/5,traits/6,traits/7,cost,inputRequired,internalNote,range,area,targets,target,singleTarget,allowReturnFocusPoint,requirements,trigger,sustained,duration,desc,savingThrow,critsuccess,success,failure,critfailure,showSpells/0/level,showSpells/0/name,heightened/0/desc,heightened/0/level,heightened/1/desc,heightened/1/level,heightened/2/desc,heightened/2/level,heightened/3/desc,heightened/3/level,heightened/4/desc,heightened/4/level,heightened/5/desc,heightened/5/level,heightened/6/desc,heightened/6/level,heightened/7/desc,heightened/7/level,heightened/8/desc,heightened/8/level,gainConditions/0/duration,gainConditions/0/heightenedFilter,gainConditions/0/name,gainConditions/0/source,gainConditions/0/targetFilter,gainConditions/0/value,gainConditions/1/duration,gainConditions/1/heightenedFilter,gainConditions/1/name,gainConditions/1/source,gainConditions/1/targetFilter,gainConditions/1/value,gainConditions/2/duration,gainConditions/2/heightenedFilter,gainConditions/2/name,gainConditions/2/source,gainConditions/2/targetFilter,gainConditions/2/value,gainConditions/3/duration,gainConditions/3/heightenedFilter,gainConditions/3/name,gainConditions/3/source,gainConditions/3/targetFilter,gainConditions/3/value,gainConditions/4/duration,gainConditions/4/heightenedFilter,gainConditions/4/name,gainConditions/4/source,gainConditions/4/value,gainConditions/5/duration,gainConditions/5/heightenedFilter,gainConditions/5/name,gainConditions/5/source,gainConditions/5/value,gainItems/0/expiration,gainItems/0/heightenedFilter,gainItems/0/name,gainItems/0/type,gainItems/1/expiration,gainItems/1/heightenedFilter,gainItems/1/name,gainItems/1/type,gainItems/2/expiration,gainItems/2/heightenedFilter,gainItems/2/name,gainItems/2/type,gainItems/3/expiration,gainItems/3/heightenedFilter,gainItems/3/name,gainItems/3/type,gainItems/4/expiration,gainItems/4/heightenedFilter,gainItems/4/name,gainItems/4/type,desc1/0/value,desc1/0/variable,desc1/1/value,desc1/1/variable,desc1/2/value,desc1/2/variable,desc2/0/value,desc2/0/variable,desc2/1/value,desc2/1/variable,desc2/2/value,desc2/2/variable,desc2/3/value,desc2/3/variable,desc2/4/value,desc2/4/variable,desc2/5/value,desc2/5/variable,desc2/6/value,desc2/6/variable,desc2/7/value,desc2/7/variable,desc2/8/value,desc2/8/variable,desc3/0/value,desc3/0/variable,desc3/1/value,desc3/1/variable,desc3/2/value,desc3/2/variable,desc3/3/value,desc3/3/variable,desc3/4/value,desc3/4/variable,desc3/5/value,desc3/5/variable,desc3/6/value,desc3/6/variable,desc3/7/value,desc3/7/variable,desc3/8/value,desc3/8/variable,desc4/0/value,desc4/0/variable,desc4/1/value,desc4/1/variable,desc4/2/value,desc4/2/variable,desc4/3/value,desc4/3/variable,desc4/4/value,desc4/4/variable,desc4/5/value,desc4/5/variable,desc4/6/value,desc4/6/variable,desc4/7/value,desc4/7/variable,desc4/8/value,desc4/8/variable,desc4/9/value,desc4/9/variable,desc4/10/value,desc4/10/variable,desc4/11/value,desc4/11/variable,desc5/0/value,desc5/0/variable,desc5/1/value,desc5/1/variable,desc5/2/value,desc5/2/variable,desc5/3/value,desc5/3/variable,desc5/4/value,desc5/4/variable,desc5/5/value,desc5/5/variable,desc5/6/value,desc5/6/variable,desc5/7/value,desc5/7/variable,desc5/8/value,desc5/8/variable,desc5/9/value,desc5/9/variable,desc5/10/value,desc5/10/variable,desc5/11/value,desc5/11/variable,desc6/0/value,desc6/0/variable,desc6/1/value,desc6/1/variable,desc6/2/value,desc6/2/variable,desc6/3/value,desc6/3/variable,desc6/4/value,desc6/4/variable,desc6/5/value,desc6/5/variable,desc6/6/value,desc6/6/variable,desc6/7/value,desc6/7/variable,desc6/8/value,desc6/8/variable,desc6/9/value,desc6/9/variable,desc6/10/value,desc6/10/variable,desc7/0/value,desc7/0/variable,desc7/1/value,desc7/1/variable,desc7/2/value,desc7/2/variable,desc7/3/value,desc7/3/variable,desc7/4/value,desc7/4/variable,desc7/5/value,desc7/5/variable,desc7/6/value,desc7/6/variable,desc7/7/value,desc7/7/variable,desc7/8/value,desc7/8/variable,desc7/9/value,desc7/9/variable,desc7/10/value,desc7/10/variable,desc7/11/value,desc7/11/variable,desc8/0/value,desc8/0/variable,desc8/1/value,desc8/1/variable,desc8/2/value,desc8/2/variable,desc8/3/value,desc8/3/variable,desc9/0/value,desc9/0/variable,desc9/1/value,desc9/1/variable,desc9/2/value,desc9/2/variable,desc9/3/value,desc9/3/variable,desc10/0/value,desc10/0/variable,desc10/1/value,desc10/1/variable,desc10/2/value,desc10/2/variable,desc10/3/value,desc10/3/variable
Protective Ward,e505580e-b2dd-11ea-b3de-0242ac130004,You emanate a shimmering aura of protective magic.,1A,somatic,,,1,Focus,,,,Uncommon,Abjuration,Wizard,,,,,,,,,,5-foot-radius emanation centered on you,,self,,,,,100,sustained up to 1 minute,"You emanate a shimmering aura of protective magic. You and any allies in the area gain a +1 status bonus to AC. Each time you Sustain the Spell, the emanation's radius increases by 5 feet, to a maximum of 30 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,100,,Protective Ward,Protective Ward,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warped Terrain,e5055908-b2dd-11ea-b3de-0242ac130004,You create illusory hazards that cover all surfaces in the area.,1A to 3A,"somatic, verbal",,,1,Focus,,,,Uncommon,Illusion,Visual,Wizard,,,,,,,,60 feet,5-foot burst or more,,self,,,,,,1 minute,"You create illusory hazards that cover all surfaces in the area (typically the ground). <var>var1</var>Any creature moving through the illusion treats the squares as difficult terrain. A creature can attempt to disbelieve the effect as normal after using a Seek action or otherwise spending actions interacting with the illusion. If it successfully disbelieves, it ignores the effect for the remaining duration. For each additional action you use casting the spell, the burst's radius increases by 5 feet, to a maximum of 10 extra feet for 3 actions.",,,,,,,,"You can make the illusion appear in the air rather than on a surface, causing it to function as difficult terrain for flying creatures.",(4th),,,,,,,,,,,,,,,,,100,,Warped Terrain,Warped Terrain,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,var1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You can make the illusion appear in the air rather than on a surface, causing it to function as difficult terrain for flying creatures. ",var1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lingering Composition,c64c3500-5b93-46f4-b27a-d9d59f556da9,You add a flourish to your composition to extend its benefits. ,Free,verbal,,,1,Focus,,,,Uncommon,Bard,Enchantment,,,,,,,,,,,,,,TRUE,,,,,"You add a flourish to your composition to extend its benefits. If your next action is to cast a cantrip composition with a duration of 1 round, attempt a Performance check. The DC is usually a standard-difficulty DC of a level equal to the highest-level target of your composition, but the GM can assign a different DC based on the circumstances. The effect depends on the result of your check.",,The composition lasts 4 rounds.,The composition lasts 3 rounds.,"The composition lasts 1 round, but you don't spend the Focus Point for casting this spell.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Counter Performance,6b134aa2-8403-47ff-a3c1-31116bf35db9,Your performance protects you and your allies.,Reaction,somatic or verbal,,,1,Focus,,,,Uncommon,Bard,Composition,Enchantment,Fortune,Mental,,,,,,,60-foot emanation,,,,,,You or an ally within 60 feet rolls a saving throw against an auditory or visual effect.,,,"Your performance protects you and your allies. Roll a Performance check for a type you know: an auditory performance if the trigger was auditory, or a visual one for a visual trigger. You and allies in the area can use the better result between your Performance check and the saving throw.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspire Courage,0ebad8ab-0230-429d-830a-e92b21e340db,Your performance protects you and your allies.,1A,verbal,,,1,Focus,,,,Uncommon,Bard,Cantrip,Composition,Emotion,Enchantment,Mental,,,,,,60-foot emanation,,self,,,,,,1 round,"You inspire your allies with words or tunes of encouragement. You and all allies in the area gain a +1 status bonus to attack rolls, damage rolls, and saves against fear effects.",,,,,,,,,,,,,,,,,,,,,,,,,,10,,Inspire Courage,Inspire Courage,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspire Competence,6b068771-12ab-42c4-adef-0a062f58530b,Your encouragement inspires your ally to succeed at a task.,1A,verbal,,,1,Focus,,,,Uncommon,Bard,Cantrip,Composition,Emotion,Enchantment,Mental,,,,,60 feet,,1 ally,ally,TRUE,,,,,1 round,"Your encouragement inspires your ally to succeed at a task. This counts as having taken sufficient preparatory actions to Aid your ally on a skill check of your choice, regardless of the circumstances. When you later use the Aid reaction, you can roll Performance instead of the normal skill check, and if you roll a failure, you get a success instead. If you are legendary in Performance, you automatically critically succeed.

The GM might rule that you can't use this ability if the act of encouraging your ally would interfere with the skill check (such as a check to Sneak quietly or maintain a disguise).",,,,,,,,,,,,,,,,,,,,,,,,,,10,,Inspire Competence,Inspire Competence,caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loremaster's Etude,5d6a5a30-d654-11ea-87d0-0242ac130003,"You call upon your muse's deep mysteries, granting the target a greater ability to think and recall information.",Free,somatic,,,1,Focus,,,,Uncommon,Bard,Divination,Fortune,,,,,,The target may roll the triggering Recall Knowledge skill check twice and use the better result.,,30 feet,,you or the triggering ally,ally,,,,You or an ally within range attempts a skill check to Recall Knowledge,,,"You call upon your muse's deep mysteries, granting the target a greater ability to think and recall information. Roll the triggering Recall Knowledge skill check twice and use the better result.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspire Defense,5d6a5c7e-d654-11ea-87d0-0242ac130003,You inspire your allies to protect themselves more effectively.,1A,verbal,,,2,Focus,,,,Uncommon,Bard,Cantrip,Composition,Emotion,Enchantment,Mental,,,,,,60-foot emanation,,self,,,,,,1 round,"You inspire your allies to protect themselves more effectively. You and all allies in the area gain a +1 status bonus to AC and saving throws, as well as resistance equal to half the spell's level to physical damage.",,,,,,,,,,,,,,,,,,,,,,,,,,10,,Inspire Defense,Inspire Defense,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triple Time,5d6a5d78-d654-11ea-87d0-0242ac130003,"You dance at a lively tempo, speeding your allies' movement.",1A,somatic,,,2,Focus,,,,Uncommon,Bard,Cantrip,Composition,Emotion,Enchantment,Mental,,,,,,60-foot emanation,,self,,,,,,1 round,"You dance at a lively tempo, speeding your allies' movement. You and all allies in the area gain a +10-foot status bonus to all Speeds for 1 round.",,,,,,,,,,,,,,,,,,,,,,,,,,10,,Triple Time,Triple Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dirge of Doom,5d6a5e40-d654-11ea-87d0-0242ac130003,Frighten nearby enemies.,1A,verbal,,,3,Focus,,,,Uncommon,Bard,Cantrip,Composition,Emotion,Enchantment,Fear,Mental,,,,,30-foot emanation,,self,,,,,,1 round,Foes within the area are frightened 1. They can't reduce their frightened value below 1 while they remain in the area.,,,,,,,,,,,,,,,,,,,,,,,,,,10,,Dirge of Doom,Dirge of Doom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspire Heroics,5d6a5f08-d654-11ea-87d0-0242ac130003,You call upon your muse to greatly increase the benefits you provide to your allies with your inspire courage or inspire defense composition.,Free,verbal,,,4,Focus,,,,Uncommon,Bard,Enchantment,,,,,,,"After casting inspire courage or inspire defense, raise the value of the resulting condition according to the result of the Performance check.",,,,,,,TRUE,,,,1 round,"You call upon your muse to greatly increase the benefits you provide to your allies with your inspire courage or inspire defense composition. If your next action is to cast inspire courage or inspire defense, attempt a Performance check. The DC is usually a very hard DC of a level equal to that of the highest-level target of your composition, but the GM can assign a different DC based on the circumstances. The effect of your inspire courage or inspire defense composition depends on the result of your check.",,The status bonus from your inspire courage or inspire defense increases to +3.,The status bonus from inspire courage or inspire defense increases to +2.,"Your inspire courage or inspire defense provides only its normal bonus of +1, but you don't spend the Focus Point for casting this spell.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House of Imaginary Walls,5d6a60de-d654-11ea-87d0-0242ac130003,You mime creating an invisible stretch of wall adjacent to you and within your reach.,1A,somatic,,,5,Focus,,,,Uncommon,Bard,Cantrip,Composition,Illusion,Visual,,,,,,touch,,,self,,,,,,1 round,"You mime creating an invisible 10-foot-by-10-foot stretch of wall adjacent to you and within your reach. The wall is solid to those creatures that don't disbelieve it, even incorporeal creatures. You and your allies can voluntarily believe the wall exists to continue to treat it as solid, for instance to climb onto it. A creature that disbelieves the illusion is temporarily immune to your house of imaginary walls for 1 minute. The wall doesn't block creatures that didn't see your visual performance, nor does it block objects. The wall has AC 10, Hardness equal to double the spell's level, and HP equal to quadruple the spell's level.",,,,,,,,,,,,,,,,,,,,,,,,,,10,5,House of Imaginary Walls,House of Imaginary Walls,,20,10,6,House of Imaginary Walls,House of Imaginary Walls,,24,10,7,House of Imaginary Walls,House of Imaginary Walls,,28,10,8,House of Imaginary Walls,House of Imaginary Walls,,32,10,9,House of Imaginary Walls,House of Imaginary Walls,36,10,10,House of Imaginary Walls,House of Imaginary Walls,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver's Refrain,5d6a61a6-d654-11ea-87d0-0242ac130003,Make weapons silver and impede a devil's teleportation.,1A,verbal,Pathfinder #147: Tomorrow Must Burn,,1,Focus,,,,Rare,Abjuration,Bard,Cantrip,Composition,,,,,,,,60-foot emanation,,self,,,,,,1 round,"The ""Song of Silver"" was an enchanted song used by the Silver Ravens to battle diabolic forces. You pull from select verses to temporarily replicate some of the legendary song's benefits, albeit on a much smaller scale.

Weapon and unarmed attacks by allies in the area are treated as silver. In addition, this spell automatically attempts to counteract any dimension door cast by a devil within the area or cast by a devil attempting to enter the area using dimension door. If a devil attempts to enter the area using dimension door and the spell is counteracted, the devil remains where it started.",,,,,,,,,,,,,,,,,,,,,,,,,,10,,Silver's Refrain (Caster),Silver's Refrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allegro,5d6a626e-d654-11ea-87d0-0242ac130003,"You perform rapidly, speeding up your ally.",1A,verbal,,,7,Focus,,,,Uncommon,Bard,Cantrip,Composition,Emotion,Enchantment,Mental,,,,,30 feet,,1 ally,ally,,,,,,1 round,"You perform rapidly, speeding up your ally. The ally becomes quickened and can use the additional action to Strike, Stride, or Step.",,,,,,,,,,,,,,,,,,,,,,,,,,10,,Allegro,Allegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soothing Ballad,5d6a6476-d654-11ea-87d0-0242ac130003,You draw upon your muse to soothe your allies.,2A,"somatic, verbal",,,7,Focus,,,,Uncommon,Bard,Composition,Emotion,Enchantment,Healing,Mental,,,,,30 feet,,you and up to 9 allies,ally,,,,,,,"You draw upon your muse to soothe your allies. Choose one of the following three effects:

The spell attempts to counteract fear effects on the targets.
The spell attempts to counteract effects imposing paralysis on the targets.
The spell restores <var>var1</var> Hit Points to the targets.",,,,,,,,"When used to heal, soothing ballad restores 1d8 more Hit Points.",(+1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d8,var1,,,,,,,,,,,,,,,,,,,,,,,8d8,var1,,,,,,,9d8,var1,,,,,,,10d8,var1,,,,,,
Fatal Aria,5d6a6552-d654-11ea-87d0-0242ac130003,You perform music so perfect that the target may die of joy or sorrow.,1A,verbal,,,10,Focus,,,,Uncommon,Bard,Composition,Death,Emotion,Enchantment,Mental,,,,,30 feet,,1 creature,,,,,,,,"You perform music so perfect that the target may die of joy or sorrow. Once targeted, the creature becomes temporarily immune for 1 minute. The effect of the spell depends on the target's level and current Hit Points.

<strong>16th</strong> or Lower The target dies instantly.
<strong>17th</strong> If the target has 50 Hit Points or fewer, it dies instantly; otherwise, it drops to 0 Hit Points and becomes dying 1.
<strong>18th or Higher</strong> The target takes 50 damage. If this brings it to 0 Hit Points, it dies instantly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Song of the Fallen,e90724f6-4734-4e1b-80bf-71f703ada31e,Rouse the dead or smite the undead.,2A,"focus, verbal",Pathfinder #150: Broken Promises,,10,Focus,,,,Uncommon,Bard,Composition,Necromancy,,,,,,,,30 feet,,up to 4 dead creatures or up to 4 undead creatures,,TRUE,,,,100,sustained up to 1 minute,"You chant a dirge or an elegy that either rouses the dead to action or reminds undead that they should lay to rest.

If you target dead creatures, the bodies animate and can continue acting as if they were alive. A creature animated in this way has 60 temporary Hit Points. The animated creatures are slowed 1 but can otherwise act normally. Creatures animated with this spell die again once the spell ends.

If you target undead creatures, each undead must attempt a basic Will save.",,The undead takes 5d6 positive damage.,The undead takes 10d6 positive damage and is slowed 1 for 1 round.,The undead takes 100 positive damage and is slowed 1 for 1 minute.,The undead is destroyed.,,,,,,,,,,,,,,,,,,,,,100,,Song of the Fallen,Song of the Fallen,caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wholeness of Body,4a76f528-9126-11ea-bb37-0242ac130002,You focus your ki to heal yourself.,1A,verbal,,,2,Focus,,,,Uncommon,Healing,Monk,Necromancy,Positive,,,,,,,,,,self,,,,,,,"You heal yourself in one of the following ways, chosen by you when you cast the spell.

You regain <var>var1</var> Hit Points.
You attempt to cure one poison or disease afflicting you; attempt to counteract the affliction.",,,,,,,,"If you choose to regain Hit Points, the Hit Points regained increase by 8.",(+1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,var1,,,,,,,,,,,,,,,,,16,var1,,,,,,,,,,,,,,,,,24,var1,,,,,,,,,,,,,,,,,,,,,,,32,var1,,,,,,,,,,,,,,,,,,,,,,,40,var1,,,,,,,,,,,,,,,,,,,,,48,var1,,,,,,,,,,,,,,,,,,,,,,,56,var1,,,,,,,64,var1,,,,,,,72,var1,,,,,,
Ki Blast,4a76f6cc-9126-11ea-bb37-0242ac130002,You unleash your ki as a powerful blast of force.,1A to 3A,"somatic, verbal",,,3,Focus,,,,Uncommon,Evocation,Force,Monk,,,,,,,,,15-foot cone or more,,,,,,,,,"You unleash your ki as a powerful blast of force that deals <var>var1</var> force damage. If you use 2 actions to cast ki blast, increase the size of the cone to 30 feet and the damage to <var>var2</var>. If you use 3 actions to cast ki blast, increase the size of the cone to 60 feet and the damage to <var>var3</var>. Each creature in the area must attempt a Fortitude saving throw.",Fortitude,The creature is unaffected.,The creature takes half damage.,The creature takes full damage and is pushed 5 feet.,The creature takes double damage and is pushed 10 feet.,,,"The damage increases by 1d6, or by 2d6 if you use 2 or 3 actions.",(+1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d6,var1,3d6,var2,4d6,var3,,,,,,,,,,,,,3d6,var1,5d6,var2,6d6,var3,,,,,,,,,,,,,,,,,,,4d6,var1,7d6,var2,8d6,var3,,,,,,,,,,,,,,,,,,,5d6,var1,9d6,var2,10d6,var3,,,,,,,,,,,,,,,,,6d6,var1,11d6,var2,12d6,var3,,,,,,,,,,,,,,,,,,,7d6,var1,13d6,var2,14d6,var3,,,8d6,var1,15d6,var2,16d6,var3,,,9d6,var1,17d6,var2,18d6,var3,,
Dimensional Steps,7f2b3872-b2e3-11ea-b3de-0242ac130004,You teleport a short distance.,1A,somatic,,,4,Focus,,,,Uncommon,Conjuration,Teleportation,Wizard,,,,,,,,20 feet,,,,,,,,,,You teleport to a location up to <var>var1</var> feet away within your line of sight.,,,,,,,,The distance you can teleport increases by 5 feet.,(+1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,var1,,,,,,,,,,,,,,,,,,,,,,,25,var1,,,,,,,,,,,,,,,,,,,,,,,30,var1,,,,,,,,,,,,,,,,,,,,,35,var1,,,,,,,,,,,,,,,,,,,,,,,40,var1,,,,,,,45,var1,,,,,,,50,var1,,,,,,
Dread Aura,7f2b3a98-b2e3-11ea-b3de-0242ac130004,You emit an aura of terror.,2A,"somatic, verbal",,,4,Focus,,,,Uncommon,Emotion,Enchantment,Fear,Mental,Wizard,,,,,,,30-foot-radius emanation centered on you,,self,,,,,100,sustained up to 1 minute,You emit an aura of terror. Foes in the area are frightened 1 and unable to reduce the condition.,,,,,,,,,,,,,,,,,,,,,,,,,,100,,Dread Aura,Dread Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
