name,shortdesc,desc,hint,showon,abilityreq/0/ability,abilityreq/0/value,access,advancedweaponbase,data/background,data/name,effects/0/affected,effects/0/value,featreq,gainActivities/0,gainFeatChoice/0/available,gainFeatChoice/0/id,gainFeatChoice/0/level,gainFeatChoice/0/source,gainFeatChoice/0/type,gainFormulaChoice,gainLore,gainSkillChoice/0/available,gainSkillChoice/0/increases/0/locked,gainSkillChoice/0/increases/0/maxRank,gainSkillChoice/0/increases/0/name,gainSkillChoice/0/increases/0/source,gainSkillChoice/0/increases/0/sourceId,gainSkillChoice/0/maxRank,gainSkillChoice/0/source,gainSkillChoice/0/type,gainSpellChoice/0/className,gainSpellChoice/0/id,gainSpellChoice/0/source,gainSpellChoice/0/spells/0/className,gainSpellChoice/0/spells/0/locked,gainSpellChoice/0/spells/0/name,gainSpellChoice/0/spells/0/source,gainSpellChoice/0/spells/0/sourceId,gainSpellChoice/0/spells/0/tradition,gainSpellChoice/0/tradition,gainTraditionChoice/0/ability,gainTraditionChoice/0/id,gainTraditionChoice/0/maxRank,gainTraditionChoice/0/source,gainTraditionChoice/0/traditionAvailable,gainTraditionChoice/0/traditionFilter/0,gainTraditionChoice/0/traditionFilter/1,hide,internalNote,levelreq,lorebase,onceEffects/0/affected,onceEffects/0/value,skillreq/0/skill,skillreq/0/value,skillreq/1/skill,skillreq/1/value,skillreq/2/skill,skillreq/2/value,skillreq/3/skill,skillreq/3/value,skillreq/4/skill,skillreq/4/value,skillreq/5/skill,skillreq/5/value,skillreq/6/skill,skillreq/6/value,skillreq/7/skill,skillreq/7/value,specialdesc,specialreq,specialreqdesc,subType,subTypes,superType,traits/0,traits/1,traits/2,traits/3,traits/4,traits/5,unlimited
Magical Shorthand,Learn spells quickly and at a reduced cost.,"Learning spells comes easily to you. If you’re an expert in a tradition’s associated skill, you take 10 minutes per spell level to learn a spell of that tradition, rather than 1 hour per spell level. If you fail to learn the spell, you can try again after 1 week or after you gain a level, whichever comes first. If you’re a master in the tradition’s associated skill, learning a spell takes 5 minutes per spell level, and if you’re legendary, it takes 1 minute per spell level. You can use downtime to learn and inscribe new spells. This works as if you were using Earn Income with the tradition’s associated skill, but instead of gaining money, you choose a spell available to you to learn and gain a discount on learning it, learning it for free if your earned income equals or exceeds its cost.","If you’re an expert in a tradition’s associated skill, you take 10 minutes per spell level to learn a spell of that tradition, rather than 1 hour per spell level. If you fail to learn the spell, you can try again after 1 week or after you gain a level, whichever comes first. If you’re a master in the tradition’s associated skill, learning a spell takes 5 minutes per spell level, and if you’re legendary, it takes 1 minute per spell level. You can use downtime to learn and inscribe new spells. This works as if you were using Earn Income with the tradition’s associated skill, but instead of gaining money, you choose a spell available to you to learn and gain a discount on learning it, learning it for free if your earned income equals or exceeds its cost.","Arcana, Nature, Occultism, Religion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,Arcana,4,Nature,4,Occultism,4,Religion,4,,,,,,,,,,,,,,,General,Skill,,,,,
Monastic Weaponry,You have trained with the traditional weaponry of your monastery or school.,"You have trained with the traditional weaponry of your monastery or school. You gain access to uncommon weapons that have the monk trait and become trained in simple and martial monk weapons. When your proficiency rank for unarmed attacks increases to expert or master, your proficiency rank for these weapons increases to expert or master as well.

You can use melee monk weapons with any of your monk feats or monk abilities that normally require unarmed attacks, though not if the feat or ability requires you to use a single specific type of attack, such as Crane Stance.","You can use melee monk weapons with any of your monk feats or monk abilities that normally require unarmed attacks, though not if the feat or ability requires you to use a single specific type of attack, such as Crane Stance.",Monk,,,,,,,,,,,,,,,,,,,TRUE,2,Monk,Feat: Monastic Weaponry,,2,Feat: Monastic Weaponry,Specific Weapon Proficiency,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Monk,,,,,,
Mortal Healing,You grant greater healing when the gods don’t interfere,"You grant greater healing when the gods don’t interfere. When you roll a success to Treat Wounds for a creature that hasn’t regained Hit Points from divine magic in the past 24 hours, you get a critical success on your check instead and restore the corresponding amount of Hit Points. This does not apply when used with other actions related to medicine or healing, such as Battle Medicine.","When you roll a success to Treat Wounds for a creature that hasn’t regained Hit Points from divine magic in the past 24 hours, you get a critical success on your check instead and restore the corresponding amount of Hit Points. This does not apply when used with other actions related to medicine or healing, such as Battle Medicine.",Medicine,,,,,,,,,Godless Healing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you follow the Laws of Mortality,,,,General,Skill,,,,,
Multilingual,Learn two new languages.,"You easily pick up new languages. You learn two new languages, chosen from common languages, uncommon languages, and any others you have access to. You learn an additional language if you are or become a master in Society and again if you are or become legendary.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The effect on the maximum number of languages is hardcoded.,1,,,,Society,2,,,,,,,,,,,,,,,"You can select this feat multiple times. Each time, you learn additional languages.",,,,,,General,Skill,,,,,TRUE
Natural Ambition,"You were raised to be ambitious and always reach for the stars, leading you to progress quickly in your chosen field.","You were raised to be ambitious and always reach for the stars, leading you to progress quickly in your chosen field. You gain a 1st-level class feat for your class. You must meet the prerequisites, but you can select the feat later in the character creation process in order to determine which prerequisites you meet.",,,,,,,,,,,,,1,,1,Feat: Natural Ambition,Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Human,,,,,,
Natural Medicine,Use Nature to Treat Wounds.,"You can apply natural cures to heal your allies. You can use Nature instead of Medicine to Treat Wounds. If you’re in the wilderness, you might have easier access to fresh ingredients, allowing you to gain a +2 circumstance bonus to your check to Treat Wounds using Nature, subject to the GM’s determination.","You can use Nature instead of Medicine to Treat Wounds. If you’re in the wilderness, you might have easier access to fresh ingredients, allowing you to gain a +2 circumstance bonus to your check to Treat Wounds using Nature, subject to the GM’s determination.",Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Nature,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Nimble Crawl,Crawl at a faster rate.,"You can Crawl incredibly swiftly—up to half your Speed, rather than 5 feet. If you’re a master in Acrobatics, you can Crawl at full Speed, and if you’re legendary, you aren’t flat-footed while prone.","You can Crawl incredibly swiftly—up to half your Speed, rather than 5 feet. If you’re a master in Acrobatics, you can Crawl at full Speed, and if you’re legendary, you aren’t flat-footed while prone.",Acrobatics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,Acrobatics,4,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Numb to Death,Your past has left you numb to death’s call.,"Your past has left you numb to death’s call. The first time each day that you regain Hit Points while you are dying, you regain additional Hit Points equal to your level, and you neither gain the wounded condition nor increase the value of this condition.","The first time each day that you regain Hit Points while you are dying, you regain additional Hit Points equal to your level, and you neither gain the wounded condition nor increase the value of this condition.",Max Dying,,,,,,,,,Diehard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A button to use this is hardcoded.,7,,,,,,,,,,,,,,,,,,,,,,you have died at least once,,,,General,,,,,,
Oathkeeper Dwarf Deception,,You take a –4 circumstance penalty to Lie and to your Deception DC against Sense Motive.,You take a –4 circumstance penalty to Lie and to your Deception DC against Sense Motive.,Deception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oathkeeper Dwarf Diplomacy,,You gain a +2 circumstance bonus to Diplomacy checks to convince others you speak the truth when you are telling the truth.,You gain a +2 circumstance bonus to Diplomacy checks to convince others you speak the truth when you are telling the truth.,Diplomacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oathkeeper Dwarf Perception,,You gain a +1 circumstance bonus to Perception checks to Sense Motive and to Perception DCs against attempts to Lie to you.,You gain a +1 circumstance bonus to Perception checks to Sense Motive and to Perception DCs against attempts to Lie to you.,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oddity Identification,+2 to Occultism checks to Identify Magic with certain traits.,"You have a sense for spells that twist minds or reveal secrets. You gain a +2 circumstance bonus to Occultism checks to Identify Magic with the mental, possession, prediction, or scrying traits.","You gain a +2 circumstance bonus to Occultism checks to Identify Magic with the mental, possession, prediction, or scrying traits.",Occultism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Occultism,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Orc Ferocity,"Fierceness in battle runs through your blood, and you refuse to fall from your injuries.","Fierceness in battle runs through your blood, and you refuse to fall from your injuries.",,,,,,,,,,,,Orc Ferocity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Orc,,,,,,
Pickpocket,Steal or Palm an Object more effectively.,"You can Steal or Palm an Object that’s closely guarded, such as in a pocket, without taking the –5 penalty. You can’t steal objects that would be extremely noticeable or time consuming to remove (like worn shoes or armor or actively wielded objects). If you’re a master in Thievery, you can attempt to Steal from a creature in combat or otherwise on guard. When doing so, Stealing requires 2 manipulate actions instead of 1, and you take a –5 penalty.","You can Steal or Palm an Object that’s closely guarded, such as in a pocket, without taking the –5 penalty. You can’t steal objects that would be extremely noticeable or time consuming to remove (like worn shoes or armor or actively wielded objects). If you’re a master in Thievery, you can attempt to Steal from a creature in combat or otherwise on guard. When doing so, Stealing requires 2 manipulate actions instead of 1, and you take a –5 penalty.",Thievery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Thievery,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Planar Survival,Use Survival to Subsist on different planes.,"You can Subsist using Survival on different planes, even those without resources or natural phenomena you normally need. For instance, you can forage for food even if the plane lacks food that could normally sustain you. A success on your check to Subsist can also reduce the damage dealt by the plane, at the GM’s discretion.","You can Subsist using Survival on different planes, even those without resources or natural phenomena you normally need. For instance, you can forage for food even if the plane lacks food that could normally sustain you. A success on your check to Subsist can also reduce the damage dealt by the plane, at the GM’s discretion.",Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,Survival,6,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Powerful Leap,Jump farther and higher.,"When you Leap, you can jump 5 feet up with a vertical Leap, and you increase the distance you can jump horizontally by 5 feet.","When you Leap, you can jump 5 feet up with a vertical Leap, and you increase the distance you can jump horizontally by 5 feet.",Athletics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,Athletics,4,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Quick Climber,Climb swiftly.,"When Climbing, you move 5 more feet on a success and 10 more feet on a critical success, to a maximum of your Speed. If you’re legendary in Athletics, you gain a climb Speed equal to your Speed.","When Climbing, you move 5 more feet on a success and 10 more feet on a critical success, to a maximum of your Speed. If you’re legendary in Athletics, you gain a climb Speed equal to your Speed.",Athletics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,Athletics,6,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Quick Coercion,Coerce a creature quickly.,"You can bully others with just a few choice implications. You can Coerce a creature after 1 round of conversation instead of 1 minute. You still can’t Coerce a creature in the midst of combat, or without engaging in a conversation.","You can Coerce a creature after 1 round of conversation instead of 1 minute. You still can’t Coerce a creature in the midst of combat, or without engaging in a conversation.",Intimidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Intimidation,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Quick Disguise,Set up a disguise in only half the time.,"You can set up a disguise in half the usual time (generally 5 minutes). If you’re a master, it takes one-tenth the usual time (usually 1 minute). If you’re legendary, you can create a full disguise and Impersonate as a 3-action activity.","You can set up a disguise in half the usual time (generally 5 minutes). If you’re a master, it takes one-tenth the usual time (usually 1 minute). If you’re legendary, you can create a full disguise and Impersonate as a 3-action activity.",Deception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,Deception,4,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Quick Identification,Identify Magic in 1 minute or less.,"You can Identify Magic swiftly. You take only 1 minute when using Identify Magic to determine the properties of an item, ongoing effect, or location, rather than 10 minutes. If you’re a master, it takes a 3-action activity, and if you’re legendary, it takes 1 action.","You take only 1 minute when using Identify Magic to determine the properties of an item, ongoing effect, or location, rather than 10 minutes. If you’re a master, it takes a 3-action activity, and if you’re legendary, it takes 1 action.","Arcana, Nature, Occultism, Religion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Arcana,2,Nature,2,Occultism,2,Religion,2,,,,,,,,,,,,,,,General,Skill,,,,,
Quick Jump,High Jump or Long Jump as a single action.,"You can use High Jump and Long Jump as a single action instead of 2 actions. If you do, you don’t perform the initial Stride (nor do you fail if you don’t Stride 10 feet).","You can use High Jump and Long Jump as a single action instead of 2 actions. If you do, you don’t perform the initial Stride (nor do you fail if you don’t Stride 10 feet).",Athletics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Athletics,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Quick Recognition,"Master in Arcana, Nature, Occultism, Identify spells as a free action.","You Recognize Spells swiftly. Once per round, you can Recognize a Spell using a skill in which you’re a master as a free action.","Once per round, you can Recognize a Spell using a skill in which you’re a master as a free action.","Arcana, Nature, Occultism, Religion",,,,,,,,,Recognize Spell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,"Arcana, 6 OR Nature, 6 OR Occultism, 6 OR Religion",6,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Quick Repair,Repair items quickly.,"You take 1 minute to Repair an item. If you’re a master in Crafting, it takes 3 actions. If you’re legendary, it takes 1 action.","You take 1 minute to Repair an item. If you’re a master in Crafting, it takes 3 actions. If you’re legendary, it takes 1 action.",Crafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Crafting,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Quick Squeeze,Move swiftly as you Squeeze.,"You Squeeze 5 feet per round (10 feet on a critical success). If you’re legendary in Acrobatics, you Squeeze at full Speed.","You Squeeze 5 feet per round (10 feet on a critical success). If you’re legendary in Acrobatics, you Squeeze at full Speed.",Acrobatics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Acrobatics,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Quick Swim,Swim quickly.,"You Swim 5 feet farther on a success and 10 feet farther on a critical success, to a maximum of your Speed. If you’re legendary in Athletics, you gain a swim Speed equal to your Speed.","You Swim 5 feet farther on a success and 10 feet farther on a critical success, to a maximum of your Speed. If you’re legendary in Athletics, you gain a swim Speed equal to your Speed.",Athletics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaining a swim speed is hardcoded.,7,,,,Athletics,6,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Quick Unlock,Pick a Lock with 1 action.,You can Pick a Lock using 1 action instead of 2.,You can Pick a Lock using 1 action instead of 2.,Thievery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,Thievery,6,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Quiet Allies,Roll a single Stealth check when sneaking with allies.,"You’re skilled at moving with a group. When you are Avoiding Notice and your allies Follow the Expert, you and those allies can roll a single Stealth check, using the lowest modifier, instead of rolling separately. This doesn’t apply for initiative rolls.","When you are Avoiding Notice and your allies Follow the Expert, you and those allies can roll a single Stealth check, using the lowest modifier, instead of rolling separately. This doesn’t apply for initiative rolls.",Stealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,Stealth,4,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Rapid Mantel,Pull yourself onto ledges quickly.,"You easily pull yourself onto ledges. When you Grab an Edge, you can pull yourself onto that surface and stand. You can use Athletics instead of a Reflex save to Grab an Edge.","When you Grab an Edge, you can pull yourself onto that surface and stand. You can use Athletics instead of a Reflex save to Grab an Edge.",Athletics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,Athletics,4,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Read Lips,Read the lips of people you can see.,"You can read lips of others nearby who you can clearly see. When you’re at your leisure, you can do this automatically. In encounter mode or when attempting a more difficult feat of lipreading, you’re fascinated and flat-footed during each round in which you focus on lip movements, and you must succeed at a Society check (DC determined by the GM) to successfully read someone’s lips. In either case, the language read must be one that you know.\n\nIf you are deaf or hard of hearing and have Read Lips, you recognize the lip movements for the spoken form of your languages. You can also speak the spoken form of your languages clearly enough for others to understand you.","You can read lips of others nearby who you can clearly see. When you’re at your leisure, you can do this automatically. In encounter mode or when attempting a more difficult feat of lipreading, you’re fascinated and flat-footed during each round in which you focus on lip movements, and you must succeed at a Society check (DC determined by the GM) to successfully read someone’s lips. In either case, the language read must be one that you know.\n\nIf you are deaf or hard of hearing and have Read Lips, you recognize the lip movements for the spoken form of your languages. You can also speak the spoken form of your languages clearly enough for others to understand you.",Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Society,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Recognize Spell,Identify a spell as a reaction as it's being cast.,Identify a spell as a reaction as it's being cast.,,,,,,,,,,,,Recognize Spell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Arcana,2,Nature,2,Occultism,2,Religion,2,,,,,,,,,,,,,,,General,Secret,Skill,,,,
Reveal Machinations,You convince a creature that you played a minor but recurring role in its life.,"You reveal that you played a minor but recurring role in another humanoid’s life—or at least convince them that’s the case. Attempt a Deception check against the target’s Will DC. On a success, the revelation makes them frightened 2, and on a critical success they are frightened 3. In addition, you gain information about the subject as though you had attempted to Recall Knowledge about them using an appropriate skill and received the same result on your roll. You can’t use this ability against the same humanoid again until 1 day has passed and you’ve also successfully disguised yourself as a different person.","You reveal that you played a minor but recurring role in another humanoid’s life—or at least convince them that’s the case. Attempt a Deception check against the target’s Will DC. On a success, the revelation makes them frightened 2, and on a critical success they are frightened 3. In addition, you gain information about the subject as though you had attempted to Recall Knowledge about them using an appropriate skill and received the same result on your roll. You can’t use this ability against the same humanoid again until 1 day has passed and you’ve also successfully disguised yourself as a different person.",Deception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,Deception,8,,,,,,,,,,,,,,,,,,,,,General,Rare,Skill,,,,
Ride,Automatically succeed at commanding your mount to move.,"When you Command an Animal you’re mounted on to take a move action (such as Stride), you automatically succeed instead of needing to attempt a check. Any animal you’re mounted on acts on your turn, like a minion. If you Mount an animal in the middle of an encounter, it skips its next turn and then acts on your next turn.","When you Command an Animal you’re mounted on to take a move action (such as Stride), you automatically succeed instead of needing to attempt a check. Any animal you’re mounted on acts on your turn, like a minion. If you Mount an animal in the middle of an encounter, it skips its next turn and then acts on your next turn.",Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,General,,,,,,
Robust Recovery,Greater benefits from Treat Disease and Treat Poison.,"You learned folk medicine to help recover from diseases and poison, and using it diligently has made you especially resilient. When you Treat a Disease or a Poison, or someone else uses one of these actions on you, increase the circumstance bonus granted on a success to +4, and if the result of the patient’s saving throw is a success, the patient gets a critical success.","When you Treat a Disease or a Poison, or someone else uses one of these actions on you, increase the circumstance bonus granted on a success to +4, and if the result of the patient’s saving throw is a success, the patient gets a critical success.",Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,Medicine,4,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Rock Dwarf Stability,,"You gain a +2 circumstance bonus to your Fortitude or Reflex DC against attempts to Shove or Trip you. This bonus also applies to saving throws against spells or effects that attempt to knock you prone.

In addition, if any effect would force you to move 10 feet or more, you are moved only half the distance.","You gain a +2 circumstance bonus to your Fortitude or Reflex DC against attempts to Shove or Trip you. This bonus also applies to saving throws against spells or effects that attempt to knock you prone.

In addition, if any effect would force you to move 10 feet or more, you are moved only half the distance.","Fortitude, Reflex",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacred Defense,You call upon your deity to grant you their protective blessing.,You call upon your deity to grant you their protective blessing.,,,,,,,,,,,,Sacred Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,Religion,6,,,,,,,,,,,,,,,,character.deity.name,you follow a deity,,,,Divine,General,Skill,,,,
Sanctify Water,You imbue water with your deity’s blessing.,You imbue water with your deity’s blessing.,,,,,,,,,,,,Sanctify Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,Religion,6,,,,,,,,,,,,,,,,character.deity.alignment.indexOf('Good') != character.deity.alignment.indexOf('Evil'),good or evil deity,,,,General,Skill,,,,,
Scare to Death,,"Scare a target so much, they might die.",,Intimidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,Intimidation,8,,,,,,,,,,,,,,,,,,,,,General,Death,Emotion,Fear,Incapacitation,Skill,
Secret Speech,,Learn the secret language of a Society.,,Deception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Deception,2,,,,,,,,,,,,,,,,,,,,,General,Skill,Uncommon,,,,
Seer Elf Insight,,"You gain a +1 circumstance bonus to checks to Identify Magic and to Decipher Writing of a magical nature. These skill actions typically use the Arcana, Nature, Occultism, or Religion skill.",,"Arcana, Nature, Occultism, Religion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shameless Request,,Make Requests of others with lesser consequences.,,Diplomacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,Diplomacy,6,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Shield Block,,Ward off a blow with your shield.,,Shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,General,,,,,,
Sign Language,,Learn sign languages.,,Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Society,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Skill Training,,Become trained in a skill.,,,Intelligence,12,,,,,,,,,,,,,,,,1,,,,,,2,Feat: Skill Training,Skill,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,TRUE
Slippery Secrets,,Evade attempts to uncover your true nature.,,Deception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,Deception,6,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Snare Crafting,,Craft snares.,,Crafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Crafting,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Sow Rumor,,"You spread rumors, which may or may not be true, about a specific subject.",,Deception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,Deception,4,,,,,,,,,,,,,,,,,,,,,General,Secret,Skill,Uncommon,,,
Specialty Crafting,,"Your training focused on Crafting one particular kind of item. Select one of the specialties listed below; you gain a +1 circumstance bonus to Crafting checks to Craft items of that type. If you are a master in Crafting, this bonus increases to +2. If it’s unclear whether the specialty applies, the GM decides. Some specialties might apply only partially. For example, if you were making a morningstar and had specialty in woodworking, the GM might give you half your bonus because the item requires both blacksmithing and woodworking.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Crafting,2,,,,,,,,,,,,,,,,,,,TRUE,,General,Skill,,,,,
Specialty Crafting: Alchemy,,Gain bonuses to Craft certain items.,,Crafting,,,,,,,,,Alchemical Crafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Crafting,2,,,,,,,,,,,,,,,,,,Alchemy,,Specialty Crafting,General,Skill,,,,,
Specialty Crafting: Artistry,,Gain bonuses to Craft certain items.,,Crafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Crafting,2,,,,,,,,,,,,,,,,,,Artistry,,Specialty Crafting,General,Skill,,,,,
Specialty Crafting: Blacksmithing,,Gain bonuses to Craft certain items.,,Crafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Crafting,2,,,,,,,,,,,,,,,,,,Blacksmithing,,Specialty Crafting,General,Skill,,,,,
Specialty Crafting: Bookmaking,,Gain bonuses to Craft certain items.,,Crafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Crafting,2,,,,,,,,,,,,,,,,,,Bookmaking,,Specialty Crafting,General,Skill,,,,,
Specialty Crafting: Glassmaking,,Gain bonuses to Craft certain items.,,Crafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Crafting,2,,,,,,,,,,,,,,,,,,Glassmaking,,Specialty Crafting,General,Skill,,,,,
Specialty Crafting: Leatherworking,,Gain bonuses to Craft certain items.,,Crafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Crafting,2,,,,,,,,,,,,,,,,,,Leatherworking,,Specialty Crafting,General,Skill,,,,,
Specialty Crafting: Pottery,,Gain bonuses to Craft certain items.,,Crafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Crafting,2,,,,,,,,,,,,,,,,,,Pottery,,Specialty Crafting,General,Skill,,,,,
Specialty Crafting: Shipbuilding,,Gain bonuses to Craft certain items.,,Crafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Crafting,2,,,,,,,,,,,,,,,,,,Shipbuilding,,Specialty Crafting,General,Skill,,,,,
Specialty Crafting: Stonemasonry,,Gain bonuses to Craft certain items.,,Crafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Crafting,2,,,,,,,,,,,,,,,,,,Stonemasonry,,Specialty Crafting,General,Skill,,,,,
Specialty Crafting: Tailoring,,Gain bonuses to Craft certain items.,,Crafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Crafting,2,,,,,,,,,,,,,,,,,,Tailoring,,Specialty Crafting,General,Skill,,,,,
